myanglish,burmese,frequency
ka,က,100
kha,ခ,100
ga,ဂ,100
gha,ဃ,80
nga,င,100
sa,စ,100
hsa,ဆ,100
za,ဇ,100
zha,ဈ,80
nya,ည,100
tta,ဋ,80
htta,ဌ,80
dda,ဍ,80
dhha,ဎ,70
nna,ဏ,80
ta,တ,100
hta,ထ,100
da,ဒ,100
dha,ဓ,90
na,န,100
pa,ပ,100
pha,ဖ,100
ba,ဗ,100
bha,ဘ,100
ma,မ,100
ya,ရ,100
la,လ,100
wa,ဝ,100
tha,သ,100
ha,ဟ,100
lla,ဠ,70
a,အ,100
